Mazin Mahamed, another young researcher for Watts, understands just how frustrating it can be to try to break into this private world. Though his family moved to Qatar from Lebanon when he was 3 years old, many locals still consider him a foreigner. # When he began his research, Mr. Mahamed ventured into coffee shops and mosques in the hopes of finding people to talk to. He was turned away again and again. " It was so difficult at the first, " he says. " I would	come	to ask, and they would say no, no, no. " # Once he tried to convince an older man to tell him some of his stories. " I talked to him many times. I told him,' It's your heritage, " he says. " He was so angry, he said' Go away. "	quote	theme	to ask		natural	COCA;   2011 (110328); Saving the stories; Qatar^s disappearing oral tradition has spawned projects to record the storytellers.; Amanda Erickson Contributor; NEWS: Christian Science Monitor 
YDSTIE: When you went to Rome, you brought along the beginnings of a World War II novel you were working on, but you got distracted. Tell us what happened? Mr-DOERR: Yes, or overwhelmed perhaps is the better word. I	came	there with about 50 pages in notes on this novel thinking that that would be my next project. I had just published my second book, a novel, and was trying to get a new project off the ground. And usually, I think I learned there that I prefer a very insulated environment where everything is pretty familiar for me to be able to enter and imagine this space and start writing fiction. And Rome invaded me on all sides, even from the first day.	quote	theme	there		natural	COCA; 2007 (20070616); Popes, Piazzas and Parenthood in the Eternal City; SPOK: NPR_Weekend
Even the presence of the engineering team upset local order. The engineers used global positioning system devices to calculate the distances they would have to wire. They downloaded information from laptop computers. The people watching them work lived in a town with no electricity. Understandably, the outsiders from the university became celebrities. # " We were some guys that	came	there with weird gadgets they probably had never seen before, and were doing things they could not understand, " Rivas said. " Because we were different, and maybe because we could do things they did not understand, some people tried to become closer to us to get the admiration of other members of the community. " # When it became clear that people were associating with the engineers to enhance social status, Rivas and the others tried to make a point of speaking to everyone.	quote	theme	there		natural	COCA; 2006 (Feb); Feb2005, Vol. 127 Issue 2, p36-40, 5p, 5c; BEST INTENTIONS; Hutchinson, Harry; ACAD: Mechanical Engineering 
They talked about Harry Logan and Chatham and a new outbreak of Lyme disease that everyone was worrying about. Elliott said they knew a young girl about Grace's age who'd caught it and her life had been completely wrecked. Connie darted a look at him and he flushed a little and quickly changed the subject. As soon as the meal was over, Grace said she was tired and would they mind if she went to bed. Annie said she would	come	too but Grace wouldn't let her.	say	accompaniment	come with		natural	COCA; 1995; Delacorte Press, New York; The Horse Whisperer; Nicholas Evans; FIC: The Horse Whisperer 
The group of volunteers on Tuesday gleaned over 3,000 pounds of corn that will be distributed to different hunger agencies by volunteer truck drivers, Siers said. She said the Society of St. Andrews is always looking for more farmers to participate and more volunteers to help gather the produce. Siers said volunteers	come	to the farm early in the morning and glean for about two hours because most of the people gleaning are not used to arduous labor in the heat.	say	attitude holder	farm		natural	Coca; 2017 (17-07-11);   Society of St. Andrews gleans to feed the less fortunate; NEWS: Charlotte Observer
Charles, I would like to go on record, the tux, not my idea. No, no. But they said if you want to	come	behind the scenes on the number one show in America, you got ta succumb to the dress code.	say	attitude holder	behind the scenes	possibly unmarked quote	natural	CoCa; 2005 (20050622); DANCING WITH THE STARS HOT TV SHOW; SPOK: ABC_GMA
We met at a diner on the East Side. It seemed like a more neutral spot. I took a chance and told her I'd been hurt and jealous when she left the meeting the other night with the hideous one. It wasn't what I thought at all, she said. He had	come	up to her after the meeting and asked if she would go to coffee with him and some others.	say	attitude holder	up to her		natural	COCA; 1996; 1996, Vol. 27 Issue 1, p27, 8p; Buds.; Sahatdjian, David; FIC: Arkansas Review: A Journal of Delta Studies 
I had been traveling the way everybody else did, by air and - or car, and I was frustrated with that. And a friend of mine a while back said - when I was going to	come	and visit her in New Mexico, I was angry because I couldn't get there fast, and couldn't get there easily.	say	attitude holder	X & V		natural	COCA; 2008 (080715); America^s Romance with Rails May Rise; SPOK: Talk of the Nation 3:00 PM EST NPR 
Suddenly he had the idea he should go home, be sent back to New York. He woke up and insisted that we go down to the air line reservation office to book the ticket. Then he wanted me to cable New York for the money, in case they wouldn't allow him to use his ordinary ticket. I told him the Chinese air line would not allow him to fly. He was too sick. He insisted I call the office of the American air line in this hotel. The American air line said that if he	came	to the airport or to the hotel reservation office, they would book him on a flight out if there was an opening. But they also told me there were no openings on flights out of Shanghai. All flights for the next two months had waiting lists.	say	attitude-holder	to the airport		natural	COCA; 1996 (Winter); Iss. 98; pg. 82, 19 pgs; To China; Bienen, Leigh Buchanan; FIC: Triquarterly 
Carolyn did not accept any calls from Drake, and returned none of his calls, refused to see him when he came around, and she could not explain this. When her mother said with satisfaction that she had finally gotten over a childhood crush, she did not refute it, or agree. But something had ended. At long last the summer ended and she was in college. Madam Zelda's name was Wilma Thorpe, but who would let a Wilma Thorpe read a palm, she said that afternoon when Carolyn	came	around. It was a year after her first visit. Today Zelda sat gazing at Carolyn for a long time before she said, " We can talk about it. You tell me why you want me to become your teacher, and I'll tell you why you should let it drop. You first. " A tall, thin woman with frizzy carroty hair and green eyes, Zelda wore orange rouge and heavy lipstick the color of burgundy.	say	attitude-holder	around		natural	COCA; 2002 (Feb); Vol. 102, Iss. 2; pg. 4, 32 pgs; The Man on the Persian Carpet; Kate Wilhelm; FIC: Fantasy & Science Fiction 
He stated that his firm had decided to outsource a part -one of the parts that goes into the final assembly of their product. The firm let it out for bid, and a Japanese firm was the lowest bidder. So in the normal fashion they wrote out a contract with this Japanese firm. # One of the provisions of the contract was that they would not accept more than 3% defective parts in any shipment that came from this Japanese subcontractor. They said that they put this provision into all of their contracts with subcontractors. He then said that when the first shipment	came	from Japan, the shipment arrived in two separate deliveries. One was marked " perfect parts, " the other was marked " defective parts. " A letter accompanied the shipment which ran something like this: " Pursuant to our contract, we are hereby delivering 97% perfect parts as ordered, and 3% defective parts. " The letter went on to say, " We do not understand, however, why you would want any defective parts. "	say	attitude-holder	from Japan		natural	COCA; 1990 (v16); 1990, Vol. 16, p157, 11p; Representation of employees and the role of unions in the United States and Canada: The union; Bluestone, Irving; ACAD: Canada -- United States Law Journal 
We'd heard from the aunts once before Mare had died and after they'd gotten the first bill for the repairs on the house. Mrs. O'Dare had defended the expenses, describing the collapsing walls and unlivable conditions. " You told me, Miss Sheehy, to oversee things here. The conditions were dire. Dire! " Mrs. O'Dare had cried. Lily Sheehy had said then that they would	come	to see the house; that it had been too long anyway, and in a more apologetic tone said that they'd been meaning now for a very long time to meet Frank's daughters.	say	embedded listener	to see the house		natural	COCA; 2001; New York :; Scribner Paperback Fiction; The nature of water and air : a novel /; McBride, Regina, 1956-; FIC: The nature of water and air : a novel 
My mum is absolutely bonkers . If I was in the bath too long , she would say the ' Crinkley Dinkley Man ' was	coming	to get me from the plughole and I 'd look at my hands and feet and be petrified because they were going wrinkly . She made up a game for me to play in the bath to keep me still when she was washing my hair . She would give me a container and ask me to make her a magic potion with the bathwater .	say	embedded listener	goal		natural	Wacky 1141
The issue has become an emotional wedge between the U.S. and its allies. Among those filing official protests against the Davis decision were the European Union and France. # Demonstrations ahead of the parole board decision included marches in London, Paris and Oslo. Britain's Guardian newspaper, covering a demonstration in Atlanta, interviewed a woman who said she had	come	all the way from Germany to participate.	say	embedded speaker	from Germany		natural	COCA; 2011 (110925); NEWS; Pg. 18A; From Page One From Page One From Page One; Many seek death row^s demise; Bill Steiden; Staff; NEWS: Atlanta Journal Constitution 
She spoke in a soft motherly voice. Then, turning in the direction the servant had gone, the duchess roared, " Where's that water! " # " I'm all right really, " Amilia assured her. " I just haven't seen my family in so long and I was afraid " # Lady Genevieve smiled and embraced Amilia. The duchess whispered in her ear, " Dear, I've heard it said that people	come	from far and wide to ask your family how you saved the empress. Their reported response is that they know nothing about that, but what they can say with complete certainty is that you saved them. " # Amilia shook with emotion at the words. # Lady Genevieve picked up the handkerchief. " Where's that water! " she bellowed once more. When it arrived, the duchess thrust the cool glass into Amilia's hands.	say	empathy center	from far and wide		natural	COCA; 2012; New York : Orbit,Edition: 1st ed.; Heir of Novron; Sullivan, Michael J., 1961-; FIC: Heir of Novron 
" Bowman, " he said. He asked me how I was, and how I liked working at the slide. I said that I was good, and that I liked my job. Then he put his hand on my shoulder and said that I'd better go home. # When I got home, I was grounded. From now on, my parents said, I would	come	home right after work.	say	homebase	homebase		natural	COCA;   2004; # 10/18/2004, Vol. 80 Issue 31, p124-146, 10p; THE ALPINE SLIDE.; Curtis, Rebecca; FIC: New Yorker 
I ordered from Debenhams - goods arrived quickly no problem - it was unsuitable so I called the courier to collect three and half weeks ago - he said he would come that day . He did not . I called again - he said he would come - he did not . I called DD they said he would	come	on Friday as they had called him directly - he did not .	say	homebase	speaker's house		natural	 Wacky 86523
Kasprowicz still had enough work from old assignments to keep him busy, even after being transferred into the new department. But over the next few years, the work tapered off. By 1998, he was working only about four hours a day, and from March 1999 through 2000, he documented himself doing nothing eight hours a day. # On a typical day, he said, he would	come	in, answer his e-mail and voice mail, and study professional journals and DOE documents.	say	homebase	homebase		natural	COCA; 2002 (20020714); NEWS SPECIAL EDITION; Pg. 14; Ready to work, but nothing to do all day; Art Golab; NEWS: Chicago Sun-Times 
After the two men left, three acquaintances of mine said that the crowd was looking for me under the leadership of the Popular Front. We fled with only the clothes on our backs to the house of the same Russian woman where the Sarkisians were. # I asked my neighbor on the floor to let me know when the Popular Front crowd arrived at our apartment. In a half-hour, my neighbor called and said that 10 to 15 people	came	and tried to break down the door but were unable to do so and left. At midnight, a crowd of men and women broke down the door to our apartment and took absolutely everything.	say	homebase	X & V		natural	COCA; 1990 (19900121); OUTLOOK; POGROM; NEWS: Washington Post 
Well-meaning people say stupid things to her, she says, such as "Well, at least you have four other children." She says people just don't know what to say. But there are kinder sentiments as well. Such as the strangers who	came	to Joshua's memorial service in Florida who never knew him, but they just said they needed to be there.	say	protagonist	memorial service		natural	CoCa; 2001 (Nov12); Vol. 131 Issue 20, p14, 6p, 4c;  The New Normal. (cover story); Simon, Roger / Howe, Jeff / Reese, Krista / Huriash, Lisa / Neusner, Noam;  MAG: U.S. News & World Report
With the help of scathing articles by Al Hayat's London-based columnist Jihad Al Khazen, who threatened an even greater scandal if Turk was harmed, she finally returned to Lebanon. Prime Minister Rafik Hariri discreetly sent a personal bodyguard to fetch her from Beirut International Airport. A former member of Parliament, Edmond Edde, a distinguished Lebanese politician in his seventies who now lives in Paris, ordered 40 lawyers from his own firm in Beirut to work on Turk's case and said he was willing to	come	to Lebanon after nearly 20 years in exile to defend her in court.	say	protagonist	Lebanon		natural	CoCa; 1994 (19940519); STYLE; The Beauty Queen Exiled; Nora Boustany, Washington Post Foreign Service; NEWS: Washington Post
To do that , I went to a family who lived on Arford Common and had to be interviewed by the grandmother . She asked me what I was going to pay and when I expected them to turn up and how long they would have for lunch . It was a good , long interview , and at the end she said her family would	come	. She was immobile herself , but the family came and we dug up all the potatoes and sold them . The oats and barley were put into stacks and eventually the threshing machine came .	say	speaker @ ET	none		natural	 Wacky 463225
The next day I booked a flight to Sri Lanka , where the girlfriend had now relocated . She had a job with an aid agency helping with the ongoing Tsunami relief . She was working and living in Colombo and said she would	come	down to where I was on the south coast for the weekend . I spent a few days walking up and down the beach and watching the ocean .	say	speaker @ ET	south coast		natural	 Wacky 1868841
 Then Mr Cronin outlined an incident in the village , which had all the councillors nodding their heads in agreement . He was just going to bed on the Sunday night , he said , when he had noticed two youths by the fountain , moving the bench into the road . He spoke to them , and asked them to put it back. They said , 'we have n't done it. ' I said , I have just watched you doing it'!? he told the council. 'At 11.15pm I rang the police and they said someone would	come	out the following day . I have never seen anybody, ' he said . Insp Roe apologised . This was something he would have to address and he would look into why no-one had come out .	say	speaker @ ET	bench		natural	Wacky 167359
 On Friday we saw Mr. Quant in Powbrys so had lunch at the same table - he was awfully nice and said even though I was engaged I was to be sure and ring him up and have dinner with him when I went to Hull and he also said he would	come	and see me when I got into hospital .	say	speaker @ ET	X & V		natural	 Wacky 31550
 Lunch was especially nice - I was going to take the kids there anyway , we invited Steve to join us as it is just near his workshop , then half way through the morning Emma rang and said they would	come	too - they meaning Robyn and Grandma as well - so poor Russ was the only one not there Robyn amused us by slipping out of the highchair under the tray - once by accident , but it got so much attention that she tried it again a few minutes later !	say	speaker @ ET	restaurant	might be come along	natural	 Wacky 10917
Xiu Xian Hong, from Fujian Province,  described life as better than in China. # " It is quiet here, and the air is much cleaner, " she said through a translator who worked at the plant. " The work is the same, but the pay is more. " But she said she missed her 3-year-old daughter and her husband back home. # Ms. Xiu said she had	come	to Romania because it was the only place being offered when she sought work at an agency in China.	say	speaker @ UT	to Romania		natural	COCA; 2007 (20070411); Section C; Column 1; Business/Financial Desk; Pg. 7; Romania, a Poor Land, Imports Poorer Workers; By MATTHEW BRUNWASSER; NEWS: New York Times 
Even worse, the Atlanta dealer had promised to send a tow truck to pick up the vehicle and us. We waited more than three hours and no one showed up. The next day we spoke to a U-Haul employee who offered no apology for our being left stranded. They said that someone was going to	come	out and tow it.	say	speaker@ET	X & V		natural	COCA; 1998 (19980703); A BAD MOVE; SPOK: ABC_2020 
April's face lit up. " Oh, Ten, don't forget -- the Tau fund-raiser is tomorrow night. " # I searched my memory and came up dry. # " The scholarship fund, remember? You signed up for the celebrity booth. People come up and take pictures with you. The committee chair loves Homeland, and she was so excited when I said you 'd	come	. Give me the dates for your episodes, and she'll have all our sponsors TiVo you. " # I'd forgotten all about the fund-raiser. When April's workweek ended, her community work began. Her exhausting schedule was one of the reasons we saw so little of each other.	say	speaker@ET	none		natural	COCA; 2008; New York : Atria Books,Edition: 1st; Atria Books hardcover ed.; In the night of the heat :a Tennyson Hardwick novel; Underwood, Blair. Due, Tananarive,; 1966- Barnes, Steven,; 1952-; FIC: In the night of the heat :a Tennyson Hardwick novel
PETER-SAGAL: We heard that your first exposure to government security was basically robbing a Secret Service detail. APOLLO-ROBBINS# Oh, yeah. (LAUGHTER) PETER-SAGAL: Oh that. Oh that little thing, he says. So what happened? APOLLO-ROBBINS# So that was back in 2000. I was performing at that show at Cesar's Palace. And they said that Jimmy Carter was	coming	to the show. And they pulled me aside and they said Secret Service doesn't want you to shake Carter's hand. And I said, well, I've never had a felony, it should be fine. They said well, they're just afraid it would make the news. Then as I started to leave, the manager pulled me aside. He says, listen, off the record, if you want to steal from the Secret Service, it'd be funny as hell.	say	speaker@ET	to the show		natural	COCA; 2014 (140816); Professional Pickpocket Apollo Robbins Plays Not My Job; SPOK: Wait Wait... Don't Tell Me! 11:00 AM EST 
Frank says that Pardis operates four restaurants with distinctive personalities and cuisines. Luscious foods, complemented by gracious service and extraordinary attention to detail, make each place a fabulous experience. " Pardis is obsessive about details and about the dining rooms being as warm and inviting as possible, " Frank says. " There's also that tingle of excitement. The pop of the Champagne bottle and the action of the bar add to the dining experience. " Author John Egerton pegged the first restaurant, Highlands Bar and Grill, quite nicely. As Frank recalls, " John said that when he first started	coming	he used to think,' This is like my favorite restaurants in New Orleans. This is like Galatoire's and Commander's. Now I've come to realize that's not it at all. It's Rick's Caf in Casablanca.' "	say	speaker@UT	none		natural	COCA; 2008 (Jul 2008); Vol. 43, Iss. 7; pg. 28, 2 pgs;  Chef Frank Stitt, BIRMINGHAM; Karen Lingo; MAG: Southern Living 
Leominster, Massachusetts is 55 miles northwest of Boston; population 38,000. Leominster was once home to the nation's plastic industry, including the Foster Grant plant, maker of sunglasses to the stars. This is the site of the Foster Grant plant, situated about a half-mile from the neighborhood where the parents grew up. Every kid in the neighborhood said that this is where they	came	to play.	say	speaker@UT	to play		natural	COCA; 1992 (19920313); The Street Where They Lived; Joan Fights Back; Saying Goodbye Forever; Remebering Menachem Begin; SPOK: ABC_2020 
The basement stairs opened up into the high-ceilinged kitchen. Zoe threw her suit jacket on the leather couch near the sound system. " This is spectacular, " Cynthia said, glancing around the room that was so filled with built-in chrome appliances it looked like a NASA control site. Cynthia scrutinized the CD collection and chose Tracy Chapman. She slid the disc into the slot. " You wouldn't have said that if you' d	come	last month. Nothing was ever tidy. " Zoe remembered the mess, sure, but she also remembered what she wasn't ready to tell Cynthia that the real problem had been her own bad moods.	say	speaker@UT	none		natural	COCA; 2015; Publication information; May/Jun2015, Vol. 37 Issue 3, p83-96. 14p.; Puck's Here; Denton, Elizabeth; FIC: Kenyon Review 
The house was dark. " Now what? " My breath made a cloud. A quarter-mile away, the train bowled down the tracks with a sound like a heavy song. Stuart and I looked at each other. His face was full of sorrow, like he could see inside the house to the hurt done there. Finally, the train whistle grew tiny, like a cat's cry. " The sheriff's not here yet, " Stuart said. " He said he was	coming	. " I realized he had no more idea what to do than I did. " They've heard us drive up, " I said, thinking if they're still alive. " All right, " Stuart said. " Stay here. I'm going in. " " Be careful. " After a second, I got out too. Snowflakes sifted into my collar, dry as sand. I joined Stuart at a side door. It wasn't locked, and we slipped inside.	say	speaker@UT	none		natural	COCA; 2013; Autumn2013, Vol. 66 Issue 3, p527-534. 8p; Operator; Holladay, Caryl (AUTHOR); FIC: Hudson Review 
The Rabbit, who had no tail since the Bear pulled it out, became very jealous. She made up her mind to play a trick on the Possum. # A great council meeting had been planned. There was to be a dance and all the animals were to be present. It was the Rabbit's task to send out the news to everyone. As the Rabbit was passing Possum's house, she stopped to ask him whether he would be at the dance. The Possum said yes, but he would	come	only if he could have a special seat.	say	theme	none		natural	COCA;   2001 (Sep); pg. 30; A Cherokee Folk Tale: Why the opossum's tail is bare; FIC: The Messenger Magazine 
On Sunday, the flight home. Only then did he realize he didn't have his suitcase with the books. They hurried back to the airport, but the bag had disappeared. The girl, her name was Gosha, went somewhere and didn't come back for half an hour. She returned without the bag. Perhaps it had been sent back to London. No problem, she said. She would	come	back tomorrow, it would probably turn up.	say	theme	back	FID?	natural	COCA; 2000 (2000); Vol. 46, Iss. 3/4; pg. 302, 10 pgs; Professor Andrews goes to Warsaw: December 1980; FIC: Chicago Review 
The crowd in 2005 booed and hissed -- so much so that the match was delayed. Even when play resumed after about seven torturous minutes, the crowd booed everything the umpire said. # Chair umpires receive special training for handling disputes and decoding ball marks on clay, and the French Tennis Federation's Web site includes instructional videos. # In interviews, umpires said that they will typically	come	at a player's request -- especially early in the match, to show a willingness to be accommodating. But if players keep requesting, and keep being proved wrong, chair umpires become reluctant.	say	theme	none		natural	COCA; 2011 (110528); Section D; Column 0; Sports Desk; Pg. 1; Court-Introduced Evidence; By JOHN BRANCH; NEWS: New York Times 
Steinbrenner wants out of The House That Ruth Built. It lacks what sports franchise owners around America have come to regard as the sine qua non for serious revenue money -- 100 or so luxury skyboxes that can be leased to corporate customers for upwards of $ 500,000 a year. Yankee Stadium has only 19 such suites at $ 140,000 a season. # Besides his desire for skyboxes, Steinbrenner has long wanted to move the Yankees out of the South Bronx, the poorest corner of the city's poorest borough. He has said that fans are afraid to	come	at night. It didn't help his argument that attendance was up nearly 17 percent this year, as nearly 3 million fans made the journey to the Bronx. # What Steinbrenner, whose lease at Yankee Stadium expires in 2002, wants is for the city to pay for most of the cost of the Yankees' move to a proposed stadium in Manhattan, which is projected to cost about $ 850 million.	say	theme	none		natural	COCA; 1998 (19981018);  SPORTS;  By George, The Boss Has Become Something of a Hit; Yankees'' Steinbrenner Still Tough, But Has Gained Popularity, Respect;  Blaine Harden, Washington Post Staff Writer;  NEWS: Washington Post 
Im at home just doing all the housework-its never been so clean! I did relax last night but was awake at half five with raging toothache the dentist was understanding but im still petrified, i have thought about asking someone to	come	with me but i think everyones busy .	think	accompaniment	dentist		natural	CORE; Interactive Discussion; i went back to where it all Began...; http://www.netmums.com/coffeehouse/advice-support-40/mental-health-support-642/846545-i-went-back-where-all-began.html 
When I have Jenny sitting in front of coffee, pecking at watery scrambled eggs, I ask how Vera ended up in the hospital. " Who found her? " # " The nurse told me Mamma called EMS at four o'clock this morning. Said she wasn't feeling good and she thought they better	come	and get her.	think	attitude holder	X & V		natural	COCA; 2017; A deadly affair at Bobtail Ridge : a Samuel Craddock mystery; Terry Shames; FIC: A deadly affair at Bobtail Ridge : a Samuel Craddock mystery 
Janelle wanted to know where he was going and whom he was going to see and where he came from. Mark found himself lying. Corpus Christi, he said, from Albuquerque, to see his girlfriend, and this kept Janelle's questions short and defeated. She went back to wiping the tables, from one end of the diner to the other, and when she was done, he thought she would	come	back to make more small talk.	think	attitude holder	back		natural	COCA; 2017; Dallas Vol. 102, Iss. 1,  (2017): 44-57,151.; The Consequences; Muñoz, Manuel; FIC: Southwest Review 
Toweling off, I told Bunk I needed some advice about critters. " What kind of critters? " I described how two nights ago Meg and I were in bed, almost asleep, when suddenly on the ceiling we heard something like rain patter, but isolated, moving from place to place. Meg bolted upright. My God, what's that? At first I thought birds had	come	through the louvered vents and gotten trapped in the attic. But the skittering was too loud for birds. I started to think squirrels. Our yard is full of them.	think	attitude holder	through the louvered vents		natural	COCA; 2014; Winter2014, Vol. 122 Issue 1, p1-17. 17p.; GAMESMANSHIP; MAKUCK, PETER; FIC: Sewanee Review
Inside, the grounds feel like a community-college campus - albeit one with brightly marked radiation shelters every few hundred feet. On the day I arrived at the lab, the conference room where I was to meet Wood for the first time was empty. A few minutes later, I noticed what looked like a janitor struggling with a lock on the side door. His blue shirt was untucked, and sweat beaded on his forehead. I thought he had	come	to clean the room. Only when I looked at his badge did I realize it was Wood, the great weaponeer.	think	attitude holder	to clean the room		natural	COCA; 2006 (Nov16); p70-141, 8p, 4c; CAN DR. EVIL SAVE THE WORLD?; Goodell, Jeff; MAG: Rolling Stone 
" You ought to go to the church next Sunday, " I told her. " The people singing the hymns sound good, but a great voice like yours could lead the congregation, and I think you might sound even better with the others. " She scrunched up her face, but I thought she might	come	to church if I was there to bring her over and introduce her.	think	attitude holder	to church		natural	COCA; 2005 (Jul/Aug); Vol. 125, Iss. 7/8; pg. 66, 21 pgs; In the Loop; Brian Plante; FIC: Analog Science Fiction & Fact 
I knew it was the grandmother although I didn't remem ber what she looked like. She rolled down the window and hollered at me. Even from here, I could see that she had the car doors locked. We didn't live in a real good neighborhood. " Oh, little girl? " she called out. " Can you help me, honey? " She glanced down at a piece of paper. When Mama had phoned, Merry had given the grandmother directions to our apartment. Only I hadn't thought she would	come	all the way to New Orleans. I really hadn't.	think	attitude holder	all the way to New Orleans		natural	COCA; 1990; HarperPerennial, New York; Crazy Ladies; Michael Lee West; FIC: Crazy Ladies 
Our hosts gave their talks, and they debated and set before us a most remarkable cultural politics, as striking as the impressive buildings lining Orchard Road and the great new bank buildings off Chulia Street facing the Empress Place across the Singapore River near Merlion Park. In his remarks kicking off the conference Dean Thumboo had welcomed us visitors by ever so politely and humorously advising us that if we thought we had	come	to Singapore to impart our learning upon the Singaporeans that we ought just as well pack up and leave at once.	think	attitude holder	to Singapore		natural	COCA; 1992 (Fall); Fall92, Vol. 12 Issue 2, p88, 15p; The road to Singapore and back.; Waters, Lindsay; ACAD: Raritan 
I think sometimes divorce can be a creative way to respond to a really bad situation, and I mean creative in the literal sense. Sometimes, sometimes, I think, divorce can be life-giving. Sometimes it takes an end to a situation which is stifling, to allow new life to be born. I don't think that any couple I known	came	up to an altar expecting to get divorced. I think that people make their vows with all of the best intentions, but sometimes we can't fulfill even our best intentions.	think	attitude holder @ ET	the altar		natural	CORE; Religious Blog/Sermon; A Different Kind of Christian; http://christiandifferent.wordpress.com/ 
We visited all the trade shops, from gunsmith to silver-smith, milliner and cabinetmaker. It was these stops, along with a few passes through the boxwood maze behind the Governor's Palace and a turn in the town stocks, that brought back my own Williamsburg childhood visits in a rush. When the kids are older, I thought , we'll	come	back for the political-science lesson.	think	attitude-holder@UT	back		natural	COCA; 2004 (Dec); Vol. 158, Iss. 5295; pg. 260, 6 pgs; Christmas in Williamsburg; Sarah Medford; MAG: Town and Country 
Rick changed the subject. " I heard that you were having some furniture delivered this afternoon, " he said to Aunt Emily. " I thought I'd	come	by and see if you needed any help.	think	embedded listener	by		natural	CoCA; 2017; An old-fashioned murder. (Moonshine mystery series, #3.); Carol Miller; FIC: An old-fashioned murder. (Moonshine mystery series, #3.) 
Maggie suspected Aunt Nettie had sat in that very chair, in that very spot, on early August days like this for most of her ninety-one summers. " I know your drive from the Cape was long, Maggie, but I just couldn't wait for you and Carolyn to meet. You could be an enormous help to each other. " # Maggie looked from Will to Aunt Nettie. " I thought I was	coming	to Maine to relax. And do that antiques show you told me about, Will. "	think	embedded listener	to Maine		natural	COCA;  2011; Palo Alto, CA : John Daniel & Co.,; Shadows of a down East summer :an antique print mystery; Wait, Lea.; FIC: Shadows of a down East summer :an antique print mystery 
Each year, Obion County residents must pay $75 if they want fire protection from the city of South Fulton. But the Cranicks did not pay. # The mayor said if homeowners don't pay, they're out of luck. # This fire went on for hours because garden hoses just wouldn't put it out. It wasn't until that fire spread to a neighbor's property, that anyone would respond. # Turns out, the neighbor had paid the fee. # " I thought they'd come out and put it out, even if you hadn't paid your $75, but I was wrong, " said Gene Cranick. # Because of that, not much is left of Cranick's house. # They called 911 several times, and initially the South Fulton Fire Department would not	come	. # The Cranicks told 9-1-1 they would pay firefighters, whatever the cost, to stop the fire before it spread to their house.	think	homebase	none		natural	CORE; Interactive Discussion; Firefighters watch as home burns to the ground; http://www.digitalworldz.co.uk/249070-firefighters-watch-home-burns.html 
Natalia: Rafe doesn't need a limo to pick him up, he can take the bus. Alan: I don't think buses	come	to my neighborhood. Natalia: Oh, no? There's not one of your maids that takes the bus?	think	homebase	to my neighborhood		natural	CASO; 2007 (2007-08-10); Guiding Light; Guiding Light 
We were still cheerful when we got back to Johannesburg next evening, in spite of the weather. It was one of those bitter Transvaal nights, with a sharp, icy drizzle. # We arrived at the house about eight. For a moment we both thought we had	come	up the wrong street, because there on the lawn was a red tent -- one of those long low ones they call patrol tents -- tied against the kaya.	think	homebase	up the wrong street		natural	COCA; 1993 (Oct); Vol. 272, Iss. 4; pg. 70, 6 pgs; A kaya in Houghton; FIC: Atlantic 
On a clear day you could see through some of the buildings to the blue sky behind them, and they'd remind you of castles and spirits and everything you had learned from children's books. And that's what she thought about when she arrived and saw the sky through the black crossbeams of the destroyed barn. She thought, I've	come	all this way just to find something terrible has happened. That's when she saw the house-just as her heart was skipping a beat-and she was surprised by her disappointment: everything was as it should be, the brick path, the white shutters.	think	homebase	all this way 		natural	COCA; 2016; Dallas Vol. 101, Iss. 4,  (2016): 551-569,614; A Tourist in the Land of Plenty; Crouse, David; FIC: Southwest Review 
E-mailing your issue. If you've been stewing over something your guy said or did, it's tempting to fire off a bitchy e-mail or IM detailing your grievances. But by doing that, you run the risk of blindsiding your guy -- remember, he may be clueless to the fact that you're upset, says Amador. Ambushing him. It's important to pick a good time to air your gripe. So if your boyfriend thinks he's	coming	home to spend the night vegging on the couch and instead you rip into him the second he walks in the door about how badly he behaved in front of your friends last Friday, you're setting him -- and yourself -- up.	think	homebase	home 		natural	COCA;   2008 (May 2008); Vol. 244, Iss. 5; pg. 142; How to Emerge From a fight More In Love; Laura Gilbert; MAG: Cosmopolitan 
His face appeared serious in a way that made him seem older and more self-assured. Keller wanted to like this boy. Keller was about to call out, when the boy spotted him. " Hi there, Mr. Keller, " he said. " We're about to run some ex posure tests. " With that Clair found him there, standing at the edge of the tank. Her face initially reg istered surprise but soon deepened into kind ness. " I didn't think you were going to make it, " she said. " Marilyn thought I should	come	. " he replied. Clair guided him around the set and pointed out a few things of interest: the beach complete with cabanas and palm trees, the sprinkler lines that would shower down rain, lights covered with ocher jellies to simulate sunset, and the carbon rods that would spark lightning. The set was far more elaborate than anything Keller had imagined. There was something in it he found fascinating, something beyond the fakery and propping he'd witnessed on other sets.	think	listener	none		natural	COCA; 2015; Summer2015, Vol. 91 Issue 3, p102-115. 14p; Keller in Effects; Pierce, Todd James; FIC: Virginia Quarterly Review 
